person_age,person_income,person_emp_length,person_home_ownership,loan_intent,loan_amnt,loan_int_rate,credit_score,loan_status
24,83580,8,rent,personal,14368,11.73,487,0
40,42469,13,own,personal,9734,9.25,775,0
37,84016,4,mortgage,education,34793,16.24,461,0
27,66233,18,own,personal,13197,15.76,428,0
24,122804,15,rent,debt_consolidation,4359,16.82,603,0
49,149863,11,own,personal,39025,11.95,388,0
34,86708,3,own,debt_consolidation,36719,5.12,461,1
23,78232,7,own,business,8389,5.7,335,1
44,113450,6,own,education,15952,18.28,526,1
57,106437,14,rent,debt_consolidation,30075,15.47,450,1
36,126311,5,mortgage,business,19939,21.42,346,0
24,54409,4,own,home_improvement,16624,11.01,530,0
44,135159,13,rent,personal,2735,21.31,838,0
54,39324,12,own,medical,25315,13.51,464,1
50,28738,9,own,medical,18422,6.93,365,0
38,123030,17,own,debt_consolidation,8127,24.56,379,1
39,130093,3,rent,education,36680,15.24,439,1
51,44054,7,own,debt_consolidation,13606,17.59,699,0
39,49709,10,own,business,33743,18.42,429,0
39,129321,16,mortgage,business,35010,12.25,745,0
42,105643,17,rent,debt_consolidation,16636,19.95,328,0
44,148805,10,mortgage,debt_consolidation,26348,22.41,501,1
32,20363,15,mortgage,home_improvement,11108,12.74,536,1
50,30358,11,mortgage,business,9098,18.14,638,0
58,121613,12,mortgage,home_improvement,37180,20.14,698,0
51,135233,15,own,debt_consolidation,19883,8.8,738,0
56,23240,0,mortgage,education,8160,11.65,588,1
39,92201,15,rent,personal,20929,7.18,551,0
56,65689,14,own,business,18597,17.04,399,0
50,21936,5,mortgage,medical,12123,21.02,721,0
53,132272,11,mortgage,home_improvement,29357,17.22,317,0
38,111074,7,rent,business,5960,8.6,770,0
48,63965,6,rent,personal,34556,15.93,306,1
31,97534,1,mortgage,home_improvement,19255,21.7,718,0
53,20882,11,mortgage,business,14350,11.05,679,0
37,40224,13,mortgage,home_improvement,31881,21.65,807,0
26,125227,15,mortgage,home_improvement,19409,20.69,413,1
24,143750,10,mortgage,debt_consolidation,33635,5.43,810,0
40,139299,19,rent,debt_consolidation,3446,9.79,768,0
47,145865,8,rent,home_improvement,31657,15.86,392,0
35,132012,9,own,home_improvement,22207,19.35,791,0
26,143745,16,own,medical,9752,22.61,401,1
34,50825,11,rent,personal,14440,17.82,792,0
31,90740,5,own,personal,7499,12.61,835,0
59,48885,18,mortgage,education,22139,8.69,784,0
29,60056,10,own,education,15767,20.2,778,0
46,23203,8,mortgage,education,23343,9.14,466,1
36,80241,5,mortgage,debt_consolidation,28712,18.91,439,0
25,22244,15,own,debt_consolidation,20673,8.62,393,0
30,118322,19,own,medical,30488,6.82,480,0
23,135329,15,mortgage,debt_consolidation,27520,10.02,303,1
33,88619,5,rent,education,16784,10.7,688,0
63,41584,4,own,business,39079,17.94,571,1
50,28521,3,own,home_improvement,21491,8.22,431,0
26,70017,1,rent,education,36268,23.61,811,0
37,53541,5,own,medical,15718,16.09,351,1
39,49063,8,mortgage,home_improvement,36597,14.82,589,0
62,90268,16,rent,debt_consolidation,33815,13.69,745,0
55,145234,13,rent,home_improvement,36132,16.33,536,1
46,146218,6,mortgage,business,27832,5.45,790,0
25,138206,18,mortgage,medical,32862,24.8,579,0
49,84952,0,mortgage,debt_consolidation,13864,16.15,343,0
57,113054,19,rent,personal,23842,5.7,658,0
40,59563,14,mortgage,education,9177,16.8,825,0
41,59752,17,own,business,12844,13.74,761,0
30,115233,2,own,business,9594,5.48,400,0
25,22567,17,mortgage,education,14418,23.49,760,0
56,36121,1,own,medical,35854,5.21,567,0
26,21674,9,own,medical,24108,16.56,661,0
46,96411,10,rent,business,11419,24.24,707,0
24,129876,2,mortgage,education,23539,9.75,336,0
59,86275,6,own,home_improvement,13835,10.08,767,0
59,87081,7,mortgage,personal,18533,5.01,558,0
55,49140,18,mortgage,personal,30515,6.33,808,0
21,145139,17,own,medical,36921,5.9,608,0
44,29327,12,own,medical,23322,21.45,572,1
56,90663,12,rent,home_improvement,11223,21.73,409,1
26,43331,18,rent,medical,11273,19.53,559,0
61,43004,11,rent,personal,34519,12.05,567,0
64,127369,16,own,education,25160,21.43,331,0
51,139243,11,rent,business,9849,15.8,476,1
40,30492,12,mortgage,personal,26656,11.09,403,0
44,74797,11,rent,home_improvement,11348,13.75,535,0
45,78095,18,rent,education,18924,6.32,392,0
56,33749,13,rent,education,39935,23.9,500,1
41,83217,6,mortgage,business,2983,17.38,334,0
50,109044,12,mortgage,personal,25890,19.62,416,0
44,29045,5,own,education,15629,18.53,757,0
64,40116,18,rent,education,12273,18.35,770,0
62,38667,18,mortgage,medical,32739,5.35,698,1
50,95057,3,mortgage,education,8894,15.51,416,0
42,94205,18,mortgage,home_improvement,25343,21.43,661,0
48,47302,8,own,education,32174,5.89,503,0
27,31283,15,own,medical,7900,24.12,445,0
55,50935,3,own,debt_consolidation,4800,13.48,743,0
48,92534,5,rent,debt_consolidation,36246,10.8,596,1
34,114342,7,mortgage,home_improvement,8054,15.64,786,0
30,51624,15,own,business,39827,21.02,530,1
36,33440,4,own,business,30373,14.5,502,1
36,131001,9,mortgage,home_improvement,28525,17.9,661,0
51,66501,12,mortgage,education,39977,15.0,694,0
62,107333,13,rent,education,8115,17.63,547,0
45,21269,6,rent,debt_consolidation,32107,7.76,739,0
33,27868,19,rent,debt_consolidation,31486,5.77,695,1
26,50251,5,own,personal,14068,7.74,655,0
64,97909,6,own,debt_consolidation,19640,10.72,700,0
29,104523,4,mortgage,debt_consolidation,33158,10.07,540,0
56,58729,17,rent,home_improvement,37136,17.3,640,1
63,35734,11,mortgage,personal,17128,14.12,528,0
40,62429,5,rent,business,25942,5.78,842,0
38,61337,0,rent,personal,3827,5.7,838,1
63,60325,3,rent,education,16990,6.81,828,0
41,103600,18,rent,education,36255,12.06,566,1
24,82514,11,mortgage,personal,20987,5.12,428,0
53,28433,14,mortgage,personal,21901,14.88,519,0
47,133957,2,own,education,17277,12.21,381,0
27,29111,19,rent,home_improvement,2643,16.11,319,1
26,123986,7,mortgage,home_improvement,24729,19.42,626,0
35,83753,10,rent,home_improvement,22087,10.02,336,0
38,133783,15,rent,home_improvement,22818,8.14,681,0
52,100583,8,own,education,1019,10.56,338,1
31,93620,2,own,medical,34443,5.04,408,0
40,41751,4,mortgage,debt_consolidation,10457,7.4,728,0
44,36453,19,mortgage,debt_consolidation,34922,20.02,363,1
35,105844,13,own,debt_consolidation,10820,9.46,474,0
27,58968,14,mortgage,debt_consolidation,33750,24.89,331,0
41,50077,5,mortgage,education,37484,8.36,830,0
62,128582,3,own,medical,39010,20.78,405,1
46,54775,7,rent,education,38790,19.1,781,0
64,78144,18,rent,medical,23869,11.44,505,0
34,68570,4,own,education,35421,11.61,546,1
57,66097,12,rent,personal,3502,16.27,388,0
41,44503,15,rent,medical,17665,22.05,615,0
38,22779,0,own,debt_consolidation,26600,12.72,310,0
25,106840,12,mortgage,medical,30394,6.22,348,0
23,20755,10,own,business,15086,12.49,470,0
43,59263,7,own,home_improvement,37171,9.15,442,0
46,128491,7,rent,medical,35003,23.78,506,0
57,75087,13,own,business,14149,18.95,762,0
44,62281,12,rent,home_improvement,31394,6.02,808,0
39,71482,2,own,business,15396,10.86,500,1
45,74857,3,mortgage,home_improvement,24324,6.0,304,0
41,142989,19,rent,personal,18169,21.6,510,1
32,37400,14,own,medical,27243,23.13,328,1
61,60115,14,rent,business,32016,7.25,489,0
53,34249,12,own,personal,4194,13.81,487,0
24,133183,8,own,debt_consolidation,33398,23.64,449,0
62,66825,9,own,medical,5789,7.9,824,0
27,130361,11,rent,education,21159,10.84,665,0
42,44600,13,rent,education,6350,11.09,456,0
53,57706,0,mortgage,education,34301,5.6,379,0
37,39222,13,mortgage,business,25977,5.73,572,0
44,119041,13,mortgage,business,37431,24.06,817,0
54,124504,7,mortgage,home_improvement,1129,16.42,531,0
48,61139,15,own,education,35626,11.13,459,1
63,134919,13,rent,debt_consolidation,28549,12.57,643,0
61,136605,0,own,business,13342,19.3,588,1
59,61302,15,rent,medical,37417,12.33,504,1
42,114684,17,rent,business,11978,9.56,604,0
37,107838,6,own,medical,38628,7.04,659,1
54,88159,14,own,business,9833,19.58,699,0
26,28646,16,rent,home_improvement,34491,8.61,748,1
26,33543,18,mortgage,home_improvement,30473,6.39,405,1
54,114496,12,mortgage,home_improvement,1737,13.54,381,0
21,148212,8,rent,debt_consolidation,30429,5.79,641,0
30,42785,14,own,business,2299,24.3,720,0
41,98353,2,own,medical,1339,17.55,348,0
25,51406,0,rent,business,33920,8.05,505,0
22,108992,15,own,personal,20435,8.45,517,0
42,71428,7,rent,home_improvement,34194,16.4,735,0
22,43777,12,rent,education,25509,12.13,621,0
30,77939,7,rent,personal,2373,20.49,530,0
54,73026,16,own,personal,8082,15.92,786,1
36,106450,13,mortgage,home_improvement,26532,13.67,728,0
59,49553,6,rent,education,19866,24.26,583,0
42,43548,14,own,home_improvement,8593,12.81,785,0
32,83221,15,mortgage,home_improvement,10495,13.01,575,0
44,57265,18,rent,education,8837,18.32,732,0
60,145549,5,mortgage,personal,12172,21.19,484,1
58,60701,0,own,personal,19680,17.52,515,1
30,71287,11,mortgage,business,31346,18.97,396,0
55,26727,17,mortgage,education,24412,12.46,418,1
52,130460,15,own,personal,23863,14.59,664,0
27,70717,11,rent,debt_consolidation,31804,8.94,702,0
41,52427,19,own,home_improvement,11934,18.6,696,0
40,36692,12,own,debt_consolidation,31723,9.43,757,0
46,51625,7,rent,debt_consolidation,21405,5.03,617,0
24,44918,0,rent,business,19748,23.68,681,0
42,126931,6,own,business,6230,11.12,441,0
35,61136,14,rent,business,23354,8.93,756,0
60,134826,12,rent,debt_consolidation,9954,10.36,800,0
41,134881,12,own,medical,24139,11.61,622,0
35,72409,8,own,medical,18388,14.49,567,0
42,35577,14,own,debt_consolidation,37523,6.39,786,0
48,105155,3,own,home_improvement,36614,6.05,459,0
34,131776,12,mortgage,debt_consolidation,36732,10.86,313,0
47,119246,11,mortgage,debt_consolidation,22021,10.92,454,0
61,122924,4,rent,business,28702,7.35,400,0
60,146759,6,mortgage,business,36523,13.1,342,1
48,140408,7,mortgage,business,20116,10.68,492,0
46,101731,4,mortgage,medical,7473,5.52,610,0
22,47689,8,rent,debt_consolidation,23735,22.71,764,0
45,31154,13,mortgage,home_improvement,35461,22.72,462,1
23,124657,11,own,home_improvement,12084,9.18,650,0
28,114948,3,own,business,29756,8.26,533,0
64,41341,19,rent,business,18068,15.95,702,0
53,117554,7,rent,debt_consolidation,29916,17.62,650,1
62,94681,16,rent,home_improvement,3919,24.15,466,0
55,127798,7,mortgage,debt_consolidation,24550,12.55,447,0
26,66330,0,rent,medical,37524,17.36,327,1
59,138069,19,rent,debt_consolidation,4283,22.56,558,0
43,107759,1,rent,business,5691,14.0,741,1
45,88416,3,own,personal,24212,7.45,826,0
63,145067,0,rent,medical,29602,12.55,510,0
39,106807,6,own,home_improvement,18540,7.73,842,0
25,53313,0,own,home_improvement,36829,5.33,744,1
31,66900,8,rent,business,6919,20.03,752,0
32,98840,2,rent,business,23277,9.77,703,0
30,54695,11,mortgage,medical,18676,5.04,365,0
28,50225,18,rent,business,10752,22.45,704,0
44,106072,14,rent,personal,17012,13.88,734,0
48,116367,15,rent,medical,10175,9.78,527,0
61,69156,9,rent,business,3067,10.26,775,0
56,97209,5,rent,education,32478,9.81,767,1
57,107453,16,rent,personal,27439,8.89,400,1
41,47829,16,mortgage,medical,35747,21.82,722,0
28,100908,18,mortgage,education,30810,8.41,655,1
29,45938,17,rent,debt_consolidation,19302,16.24,438,0
35,79164,10,mortgage,personal,1700,6.55,430,0
60,74530,6,own,debt_consolidation,37814,23.99,848,0
38,140921,9,mortgage,education,35841,17.07,767,0
62,88199,6,own,home_improvement,4048,23.06,779,0
40,80282,4,rent,home_improvement,34290,12.96,410,0
26,67801,11,own,business,12101,21.21,452,0
32,29465,15,rent,home_improvement,30778,22.07,541,0
22,23326,17,mortgage,debt_consolidation,28425,19.06,578,0
27,23659,2,own,personal,18852,6.86,662,0
36,80289,19,own,debt_consolidation,25500,5.32,707,0
23,47594,14,own,debt_consolidation,13674,8.37,474,0
23,135819,4,rent,home_improvement,24195,7.36,434,0
47,24763,12,rent,debt_consolidation,25371,19.5,805,0
63,108657,18,mortgage,education,34053,16.14,593,0
60,30828,11,mortgage,medical,12957,15.52,794,0
58,67588,4,rent,medical,8108,10.06,718,0
53,31221,5,mortgage,medical,18829,8.09,505,1
48,31211,6,own,business,6837,9.13,617,0
21,33569,9,own,home_improvement,16032,13.01,372,1
28,116894,15,own,home_improvement,35234,19.8,558,0
57,57860,7,mortgage,medical,27352,10.09,657,1
52,91558,8,own,personal,31215,18.97,447,1
63,65337,3,own,business,10106,14.83,524,1
57,72311,7,rent,medical,29766,22.71,404,0
24,33515,6,rent,debt_consolidation,39700,9.66,655,0
50,91695,14,mortgage,medical,10996,14.02,837,0
26,142006,2,rent,medical,2178,6.93,560,0
39,131527,16,mortgage,personal,36319,11.7,369,0
52,126749,10,mortgage,home_improvement,17025,15.14,746,0
29,107227,8,rent,home_improvement,10780,19.65,746,0
32,44904,4,rent,debt_consolidation,23706,8.96,556,1
31,79935,9,mortgage,medical,10967,9.36,830,0
36,63790,14,mortgage,education,31856,17.63,418,1
21,88580,13,mortgage,debt_consolidation,38630,12.65,365,0
41,95148,3,own,home_improvement,10179,14.64,544,0
50,25636,19,own,personal,39623,21.72,356,1
33,97129,1,rent,home_improvement,18587,14.98,343,1
54,134483,11,own,home_improvement,24733,18.05,823,0
24,22892,0,own,personal,23770,18.14,723,0
48,41672,19,mortgage,medical,34887,21.07,835,0
58,25812,4,own,medical,4975,17.76,694,1
51,116621,5,rent,home_improvement,13919,6.3,749,0
47,148177,10,own,debt_consolidation,10602,11.84,556,0
25,20654,7,own,education,35060,24.79,660,0
45,74633,6,own,debt_consolidation,11140,8.93,679,0
23,37143,3,rent,business,22170,16.73,742,0
53,75934,5,rent,debt_consolidation,29830,21.86,833,0
24,87334,15,mortgage,home_improvement,7590,16.73,773,0
45,123463,19,own,home_improvement,31609,12.45,456,0
40,145851,14,mortgage,education,18401,6.6,388,0
54,49087,13,mortgage,education,28729,12.23,501,0
46,31618,11,rent,education,38944,8.64,761,1
25,28446,11,mortgage,home_improvement,29645,24.22,780,0
55,107182,15,own,home_improvement,30047,19.3,753,1
48,122127,14,mortgage,debt_consolidation,23560,19.99,769,0
49,68867,12,rent,home_improvement,7647,13.72,679,0
29,71028,10,rent,business,22106,7.2,700,0
58,80101,16,rent,medical,7015,10.33,378,0
26,47200,14,own,medical,22506,10.19,685,0
39,115107,13,mortgage,education,25067,14.74,642,0
64,108074,9,own,home_improvement,3056,14.22,744,0
31,126091,11,rent,business,32719,13.67,351,1
22,81465,15,own,medical,30328,14.92,550,0
64,129500,14,rent,debt_consolidation,13176,24.74,628,0
64,106436,9,own,personal,32885,10.97,793,0
29,138422,3,own,debt_consolidation,22269,17.31,649,0
41,144124,8,mortgage,personal,4114,9.79,758,0
44,107892,19,mortgage,business,14442,14.33,797,0
54,108559,8,rent,debt_consolidation,2629,9.0,424,0
42,140044,19,mortgage,medical,18927,16.16,503,1
23,59148,10,mortgage,home_improvement,32317,10.3,320,0
32,102928,10,own,personal,24896,5.74,661,0
48,40698,6,rent,home_improvement,29155,21.31,660,1
50,62470,9,own,business,19288,7.57,415,0
46,112071,3,own,home_improvement,22415,12.36,354,0
41,71660,4,mortgage,medical,37085,14.54,591,1
48,73910,4,mortgage,business,12251,13.65,350,0
46,55450,10,rent,education,37884,19.51,553,0
53,76463,8,mortgage,education,26574,16.94,791,1
41,53757,15,own,personal,10623,10.91,524,0
55,98012,8,mortgage,medical,21936,6.03,768,0
54,126750,3,rent,home_improvement,7123,20.35,402,0
61,147043,1,rent,debt_consolidation,4061,12.05,347,1
38,90247,13,own,debt_consolidation,37499,22.79,641,0
31,92015,2,own,business,29451,12.9,532,0
43,51390,17,mortgage,personal,17361,19.35,527,0
42,76116,5,rent,personal,16907,23.79,821,0
37,33161,10,own,personal,35814,18.02,312,0
25,52152,17,mortgage,medical,20605,13.27,798,1
64,100171,11,mortgage,debt_consolidation,33256,16.35,744,0
31,126379,4,mortgage,business,12332,15.87,639,1
50,115833,8,own,medical,38832,16.7,623,1
35,40836,19,own,business,30476,7.94,456,0
47,110367,17,mortgage,medical,10445,18.97,730,0
55,86543,18,mortgage,home_improvement,34490,7.9,706,0
53,75648,2,own,medical,30767,5.29,457,0
40,46331,8,rent,medical,16210,17.5,484,0
36,125992,3,mortgage,home_improvement,25159,7.34,790,1
54,30763,16,rent,education,8564,20.41,835,0
22,89444,16,rent,home_improvement,22219,22.32,656,0
55,113109,1,own,personal,28946,23.89,661,0
60,39187,8,own,education,37587,18.29,523,0
48,31957,8,rent,debt_consolidation,4364,14.64,503,0
59,24379,4,own,business,5318,12.05,307,0
26,47959,14,rent,medical,12479,14.82,771,0
29,102018,14,rent,education,8398,8.81,471,0
40,143076,2,own,debt_consolidation,3452,11.97,395,0
21,47105,18,own,home_improvement,22672,19.36,605,0
28,20877,2,mortgage,home_improvement,34193,9.35,557,1
43,68353,5,own,personal,14865,10.28,773,0
23,103788,3,mortgage,personal,26345,19.99,599,1
24,116870,12,own,education,21359,8.56,764,0
45,104585,12,own,business,9799,9.92,627,0
58,103308,10,own,medical,24053,5.35,409,0
35,71567,4,own,home_improvement,35892,19.4,428,0
41,77913,0,rent,education,18684,17.36,436,0
55,22637,8,own,education,6015,18.89,838,0
34,92778,16,rent,business,32665,9.29,463,0
56,62025,0,own,education,9657,18.75,648,0
32,126917,2,own,personal,22951,16.93,762,0
37,121187,14,rent,business,33063,12.32,803,0
59,119508,9,own,home_improvement,33743,13.76,450,1
29,102464,7,mortgage,personal,27521,16.36,545,0
55,48742,11,mortgage,personal,11731,14.87,409,0
33,31831,14,own,business,19744,17.84,574,1
35,133768,8,mortgage,business,19423,8.62,366,1
38,135911,9,mortgage,education,18568,15.81,349,0
53,105092,19,mortgage,debt_consolidation,4934,14.01,814,0
26,110879,8,mortgage,debt_consolidation,12409,14.22,525,0
47,108370,14,rent,debt_consolidation,32410,14.39,805,0
43,146537,0,rent,education,31808,22.63,454,0
47,66762,1,rent,medical,9172,21.37,779,1
54,124824,18,mortgage,home_improvement,28358,17.59,410,0
58,118958,13,mortgage,education,1777,19.33,782,0
34,108741,7,rent,education,20763,5.86,573,0
56,38830,5,mortgage,personal,36186,19.88,454,0
28,75044,11,rent,debt_consolidation,32170,14.72,466,1
55,93948,14,rent,business,21461,11.35,318,0
39,89202,13,rent,education,3439,7.8,644,0
50,57045,0,mortgage,medical,8804,6.5,593,1
34,106322,10,rent,home_improvement,14212,5.9,761,0
40,137257,2,own,medical,22653,8.24,637,0
45,91051,18,rent,education,22971,5.6,751,0
60,127509,17,rent,education,2989,19.65,643,0
44,46627,19,own,personal,8868,9.97,384,0
34,35198,1,mortgage,medical,34712,12.37,688,1
46,89521,6,rent,personal,25604,21.45,526,0
58,131439,7,own,business,23135,7.29,585,0
43,126471,18,mortgage,medical,31544,21.71,583,0
42,49475,14,own,debt_consolidation,38918,17.79,408,0
39,125752,9,rent,business,31847,11.84,434,1
23,138998,0,own,debt_consolidation,11680,7.36,590,1
62,39403,5,mortgage,medical,31083,6.83,807,0
39,23681,12,rent,personal,35433,11.71,328,1
29,111555,13,own,debt_consolidation,27309,7.81,693,0
48,138884,2,mortgage,education,11349,10.35,326,0
40,113122,10,mortgage,home_improvement,10543,6.06,766,0
27,135260,2,rent,personal,10460,16.9,312,0
34,62292,18,rent,business,35553,7.91,744,1
29,123057,9,rent,business,29525,20.13,523,0
39,125386,14,rent,medical,6948,9.36,762,1
34,122306,10,own,business,15498,20.96,320,0
58,25629,14,mortgage,home_improvement,19991,8.8,686,0
56,113246,12,rent,home_improvement,25974,19.43,625,0
60,115864,4,rent,education,36398,11.66,766,1
37,97814,3,rent,business,8660,16.66,821,0
50,28417,12,own,personal,27245,5.77,524,1
29,138888,8,mortgage,home_improvement,1238,14.9,774,0
53,54765,16,mortgage,personal,20920,7.97,757,0
45,94499,1,rent,education,10338,14.73,512,1
34,134088,4,mortgage,medical,11349,7.83,780,0
31,76574,15,own,home_improvement,12643,13.74,479,0
55,122828,6,mortgage,home_improvement,29274,7.21,837,0
61,110545,0,rent,home_improvement,39629,9.4,826,0
34,148206,11,mortgage,business,17632,16.9,321,0
50,47675,10,own,personal,28144,24.53,644,0
61,145609,11,own,home_improvement,13321,13.98,320,0
24,121711,18,mortgage,personal,38091,18.74,707,0
24,92267,11,mortgage,business,30256,15.79,786,0
48,60563,11,rent,debt_consolidation,24485,14.97,827,0
28,31332,13,rent,debt_consolidation,3860,6.29,715,0
22,143745,1,rent,personal,15919,7.89,571,0
61,39177,1,mortgage,business,34337,22.66,504,0
42,109254,3,own,debt_consolidation,9411,13.2,597,0
61,88447,19,own,education,10586,17.29,407,0
36,77104,15,mortgage,education,25312,15.56,451,1
49,104335,9,own,debt_consolidation,24055,12.58,312,0
50,134938,12,own,medical,35890,12.76,378,0
32,100730,1,mortgage,personal,29807,16.11,468,1
55,24951,2,own,debt_consolidation,21384,7.82,548,0
31,126402,18,mortgage,personal,29925,12.75,420,0
41,48333,5,rent,business,4089,13.94,686,0
41,41673,18,own,debt_consolidation,15242,24.7,738,0
25,134421,19,mortgage,education,17433,12.03,571,0
40,60870,18,own,business,34282,17.89,599,1
57,141945,7,own,medical,11983,7.75,772,0
23,147536,13,rent,personal,5671,6.31,457,0
64,91101,9,mortgage,medical,25133,22.43,526,1
53,42821,2,rent,education,1414,19.61,720,0
29,45494,5,own,home_improvement,22242,11.35,323,0
29,119477,14,own,home_improvement,36184,15.09,837,0
24,146083,17,own,personal,39379,7.71,839,1
55,94160,13,mortgage,business,16231,19.14,427,0
37,132698,18,rent,education,22849,6.41,393,0
54,131560,9,mortgage,personal,32676,20.14,720,1
44,20835,14,own,business,23056,15.94,571,0
52,145126,3,rent,personal,20947,10.58,783,0
21,38646,1,own,personal,27040,22.25,304,1
28,143777,2,rent,medical,26282,24.72,456,0
43,97360,6,mortgage,debt_consolidation,27201,10.09,351,0
60,57335,15,mortgage,education,7833,21.12,542,0
32,89351,9,mortgage,medical,5752,20.0,719,0
32,134934,18,mortgage,business,25507,19.94,724,0
35,22429,16,mortgage,debt_consolidation,21169,24.14,379,0
61,61950,18,rent,personal,25930,14.73,653,1
39,80654,4,rent,home_improvement,6023,18.48,592,0
46,127422,19,own,medical,1982,21.48,415,0
49,129934,12,rent,education,15305,14.59,828,0
42,139975,12,own,education,17146,14.63,779,1
60,88143,10,mortgage,debt_consolidation,12201,11.37,587,0
41,111186,10,rent,medical,17910,20.62,776,0
58,124234,15,rent,personal,24031,18.72,324,1
40,117889,14,mortgage,debt_consolidation,24636,14.02,730,0
49,122326,16,mortgage,business,18314,13.39,577,0
24,97527,17,mortgage,education,28332,6.45,616,0
27,106704,18,own,business,19330,5.13,657,1
48,51099,3,own,medical,16365,15.58,575,0
48,59385,4,rent,home_improvement,11108,13.35,643,0
24,55919,6,mortgage,business,4360,20.92,730,0
42,116952,1,rent,personal,4625,15.85,738,0
32,80782,0,mortgage,education,39237,23.73,761,0
23,91116,11,mortgage,medical,2223,8.92,569,0
42,92590,9,mortgage,home_improvement,10157,24.8,730,0
64,109626,7,mortgage,education,38760,10.96,320,1
22,60387,0,mortgage,home_improvement,14646,17.85,442,0
44,35823,11,own,education,30024,15.04,652,0
54,66015,1,rent,debt_consolidation,5787,12.19,764,0
47,122877,9,mortgage,debt_consolidation,24202,7.79,767,0
61,35339,16,own,debt_consolidation,37067,7.7,812,0
21,149949,2,own,medical,10360,19.23,763,0
28,23491,6,mortgage,debt_consolidation,33692,12.55,693,0
43,20706,11,mortgage,medical,13941,24.23,357,0
58,117493,7,own,personal,16993,11.51,425,0
26,35728,19,mortgage,debt_consolidation,15620,24.67,760,1
42,26997,11,own,medical,21193,9.11,351,0
45,123537,2,mortgage,education,22248,7.06,568,1
38,80408,16,own,medical,6027,11.25,395,0
37,78097,8,mortgage,business,5260,22.71,572,0
32,149526,9,own,medical,38596,15.44,622,0
26,58523,5,rent,business,10012,7.71,432,0
46,141648,0,mortgage,education,26823,9.05,388,1
47,45163,11,mortgage,medical,9315,11.23,304,1
28,37718,4,own,education,13631,16.8,656,0
39,107508,12,mortgage,business,19258,11.65,642,0
62,103767,14,rent,home_improvement,26099,19.94,503,0
21,59619,10,rent,debt_consolidation,36891,17.33,770,0
49,32126,7,own,business,37992,22.48,763,0
55,109131,4,own,personal,32376,15.02,796,0
60,84926,1,mortgage,medical,11977,11.62,362,1
34,60633,11,own,education,27694,24.93,538,1
55,97654,1,rent,debt_consolidation,34978,12.11,839,0
40,23317,15,rent,medical,10218,13.57,497,0
33,64980,2,mortgage,debt_consolidation,22788,21.18,329,0
58,64115,9,rent,home_improvement,21501,6.77,508,0
28,81646,18,own,medical,13453,12.73,362,0
63,63158,7,mortgage,education,39197,6.71,356,0
40,75963,6,mortgage,home_improvement,16210,7.79,732,0
53,67631,0,mortgage,medical,9689,5.09,607,0
46,69316,11,own,debt_consolidation,28381,5.19,765,0
59,125364,4,mortgage,home_improvement,30508,12.61,406,0
41,79342,15,mortgage,education,22142,21.18,600,0
62,35504,3,rent,medical,9916,16.74,345,0
63,88593,16,rent,debt_consolidation,1375,17.7,376,0
61,46660,1,mortgage,debt_consolidation,32449,15.38,468,0
29,57196,11,own,business,24797,21.4,428,0
44,85938,0,own,home_improvement,21782,22.61,567,1
57,28605,11,own,medical,28028,21.99,718,1
61,77388,11,own,business,21243,21.24,460,1
37,101297,11,rent,debt_consolidation,30379,8.65,357,0
44,75501,18,own,home_improvement,38780,16.88,683,1
41,73309,16,own,personal,31740,16.64,809,0
59,47043,19,mortgage,debt_consolidation,20984,15.56,729,0
61,53635,10,own,home_improvement,1050,14.62,639,0
59,99315,12,own,personal,7590,6.78,325,1
33,100691,7,own,home_improvement,16162,7.04,671,0
31,126514,9,own,debt_consolidation,14105,23.05,335,0
39,53132,7,rent,personal,38499,17.6,830,0
31,109387,19,mortgage,home_improvement,37641,10.25,566,1
33,35366,7,rent,medical,12628,10.59,731,0
21,113944,8,mortgage,personal,39516,17.2,318,1
60,92107,6,mortgage,home_improvement,22621,13.14,638,0
64,82580,13,mortgage,medical,2476,13.83,439,0
39,135267,1,mortgage,personal,36788,6.21,366,0
32,142362,10,rent,home_improvement,25437,7.77,829,0
28,77889,7,mortgage,debt_consolidation,27240,12.87,668,0
28,99553,12,own,personal,11922,18.99,560,1
32,59236,14,own,personal,9066,5.96,502,0
53,24150,2,mortgage,medical,13089,11.69,709,0
46,131369,13,own,business,33600,18.9,379,1
59,39423,14,own,business,9167,20.84,412,0
48,24137,1,mortgage,home_improvement,13816,8.8,436,0
25,49992,18,mortgage,debt_consolidation,22164,19.63,488,0
28,130540,11,mortgage,medical,21429,24.11,576,0
45,114438,19,rent,personal,36001,23.14,402,1
47,135140,3,mortgage,business,32415,20.79,406,1
43,64921,2,mortgage,medical,9117,19.25,472,0
50,141225,4,rent,medical,7359,9.7,630,0
43,99369,2,own,medical,15364,17.68,490,0
40,86917,14,rent,personal,37965,17.87,524,0
38,93690,18,own,education,29794,13.14,622,0
38,54235,1,rent,medical,11293,14.86,807,0
22,98975,11,mortgage,education,10332,18.88,847,0
24,39122,4,rent,business,1615,24.04,433,1
50,43956,16,mortgage,debt_consolidation,13401,10.91,336,1
53,83879,13,own,business,30372,9.93,392,0
56,78560,9,mortgage,debt_consolidation,3339,17.04,374,0
38,141435,2,rent,debt_consolidation,17246,7.62,482,0
57,102800,3,rent,business,9109,16.65,758,0
39,130310,5,own,home_improvement,24758,6.78,708,0
48,88685,15,mortgage,personal,24091,14.81,506,0
